"Problem","SPI","Mean_Accuracy","p_value_bonferroni","significant"
"fMRI film","bary_softdtw_mean",56.8965517241379,1,FALSE
"fMRI film","cce_gaussian",82.7586206896552,0.0199999999999971,TRUE
"fMRI film","cce_kernel_W-0.5",89.6551724137931,0,TRUE
"fMRI film","cce_kozachenko",72.4137931034483,1,FALSE
"fMRI film","ccm_E-10_max",86.2068965517241,0,TRUE
"fMRI film","ccm_E-10_mean",86.2068965517241,0,TRUE
"fMRI film","ccm_E-1_max",84.4827586206897,0.00999999999999857,TRUE
"fMRI film","ccm_E-1_mean",81.0344827586207,0.0299999999999957,TRUE
"fMRI film","ccm_E-None_max",86.2068965517241,0,TRUE
"fMRI film","ccm_E-None_mean",86.2068965517241,0,TRUE
"fMRI film","cds",53.448275862069,1,FALSE
"fMRI film","ce_gaussian",91.3793103448276,0,TRUE
"fMRI film","ce_kernel_W-0.5",87.9310344827586,0,TRUE
"fMRI film","ce_kozachenko",79.3103448275862,0.110000000000009,FALSE
"fMRI film","cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5",62.0689655172414,1,FALSE
"fMRI film","cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25",51.7241379310345,1,FALSE
"fMRI film","cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5",62.0689655172414,1,FALSE
"fMRI film","cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",68.9655172413793,1,FALSE
"fMRI film","cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25",81.0344827586207,0.0299999999999957,TRUE
"fMRI film","cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5",70.6896551724138,1,FALSE
"fMRI film","coint_aeg_tstat_trend-c_autolag-aic_maxlag-10",74.1379310344828,0.939999999999991,FALSE
"fMRI film","coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10",74.1379310344828,0.939999999999991,FALSE
"fMRI film","coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10",58.6206896551724,1,FALSE
"fMRI film","coint_johansen_max_eig_stat_order-0_ardiff-1",60.3448275862069,1,FALSE
"fMRI film","coint_johansen_max_eig_stat_order-0_ardiff-10",68.9655172413793,1,FALSE
"fMRI film","coint_johansen_max_eig_stat_order-1_ardiff-1",60.3448275862069,1,FALSE
"fMRI film","coint_johansen_max_eig_stat_order-1_ardiff-10",68.9655172413793,1,FALSE
"fMRI film","coint_johansen_trace_stat_order-0_ardiff-1",68.9655172413793,1,FALSE
"fMRI film","coint_johansen_trace_stat_order-0_ardiff-10",58.6206896551724,1,FALSE
"fMRI film","coint_johansen_trace_stat_order-1_ardiff-1",68.9655172413793,1,FALSE
"fMRI film","coint_johansen_trace_stat_order-1_ardiff-10",58.6206896551724,1,FALSE
"fMRI film","cov_EllipticEnvelope",91.3793103448276,0,TRUE
"fMRI film","cov_EmpiricalCovariance",86.2068965517241,0,TRUE
"fMRI film","cov_GraphicalLasso",86.2068965517241,0,TRUE
"fMRI film","cov_GraphicalLassoCV",86.2068965517241,0,TRUE
"fMRI film","cov_LedoitWolf",86.2068965517241,0,TRUE
"fMRI film","cov_MinCovDet",93.1034482758621,0,TRUE
"fMRI film","cov_OAS",86.2068965517241,0,TRUE
"fMRI film","cov_ShrunkCovariance",86.2068965517241,0,TRUE
"fMRI film","dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5",68.9655172413793,1,FALSE
"fMRI film","dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25",60.3448275862069,1,FALSE
"fMRI film","dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5",60.3448275862069,1,FALSE
"fMRI film","dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",65.5172413793103,1,FALSE
"fMRI film","dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25",63.7931034482759,1,FALSE
"fMRI film","dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5",67.2413793103448,1,FALSE
"fMRI film","dcorr",87.9310344827586,0,TRUE
"fMRI film","dcorr_biased",87.9310344827586,0,TRUE
"fMRI film","dcorrx_maxlag-1",84.4827586206897,0.00999999999999857,TRUE
"fMRI film","dcorrx_maxlag-10",91.3793103448276,0,TRUE
"fMRI film","ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5",67.2413793103448,1,FALSE
"fMRI film","ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25",55.1724137931034,1,FALSE
"fMRI film","ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5",55.1724137931034,1,FALSE
"fMRI film","ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",62.0689655172414,1,FALSE
"fMRI film","ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25",60.3448275862069,1,FALSE
"fMRI film","ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5",68.9655172413793,1,FALSE
"fMRI film","di_gaussian",86.2068965517241,0,TRUE
"fMRI film","di_kernel_W-0.5",84.4827586206897,0.00999999999999857,TRUE
"fMRI film","di_kozachenko",79.3103448275862,0.110000000000009,FALSE
"fMRI film","dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",56.8965517241379,1,FALSE
"fMRI film","dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25",50,1,FALSE
"fMRI film","dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5",50,1,FALSE
"fMRI film","dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",48.2758620689655,1,FALSE
"fMRI film","dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25",48.2758620689655,1,FALSE
"fMRI film","dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5",53.448275862069,1,FALSE
"fMRI film","dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5",72.4137931034483,1,FALSE
"fMRI film","dtf_multitaper_max_fs-1_fmin-0_fmax-0-25",58.6206896551724,1,FALSE
"fMRI film","dtf_multitaper_max_fs-1_fmin-0_fmax-0-5",72.4137931034483,1,FALSE
"fMRI film","dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",65.5172413793103,1,FALSE
"fMRI film","dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25",65.5172413793103,1,FALSE
"fMRI film","dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5",62.0689655172414,1,FALSE
"fMRI film","dtw",84.4827586206897,0.00999999999999857,TRUE
"fMRI film","dtw_constraint-itakura",91.3793103448276,0,TRUE
"fMRI film","dtw_constraint-sakoe-chiba",81.0344827586207,0.0299999999999957,TRUE
"fMRI film","gc_gaussian_k-1_kt-1_l-1_lt-1",58.6206896551724,1,FALSE
"fMRI film","gc_gaussian_k-max-10_tau-max-2",58.6206896551724,1,FALSE
"fMRI film","gd_multitaper_delay_fs-1_fmin-0_fmax-0-25",56.8965517241379,1,FALSE
"fMRI film","gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5",67.2413793103448,1,FALSE
"fMRI film","gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25",60.3448275862069,1,FALSE
"fMRI film","gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5",70.6896551724138,1,FALSE
"fMRI film","gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",74.1379310344828,0.939999999999991,FALSE
"fMRI film","gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25",56.8965517241379,1,FALSE
"fMRI film","gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5",65.5172413793103,1,FALSE
"fMRI film","gpfit_DotProduct",86.2068965517241,0,TRUE
"fMRI film","gpfit_RBF",87.9310344827586,0,TRUE
"fMRI film","hhg",89.6551724137931,0,TRUE
"fMRI film","hsic",91.3793103448276,0,TRUE
"fMRI film","hsic_biased",91.3793103448276,0,TRUE
"fMRI film","icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5",56.8965517241379,1,FALSE
"fMRI film","icoh_multitaper_max_fs-1_fmin-0_fmax-0-25",51.7241379310345,1,FALSE
"fMRI film","icoh_multitaper_max_fs-1_fmin-0_fmax-0-5",53.448275862069,1,FALSE
"fMRI film","icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",62.0689655172414,1,FALSE
"fMRI film","icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25",60.3448275862069,1,FALSE
"fMRI film","icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5",72.4137931034483,1,FALSE
"fMRI film","igci",56.8965517241379,1,FALSE
"fMRI film","je_gaussian",91.3793103448276,0,TRUE
"fMRI film","je_kernel_W-0.5",79.3103448275862,0.110000000000009,FALSE
"fMRI film","je_kozachenko",70.6896551724138,1,FALSE
"fMRI film","kendalltau",81.0344827586207,0.0299999999999957,TRUE
"fMRI film","lcss",81.0344827586207,0.0299999999999957,TRUE
"fMRI film","lcss_constraint-itakura",58.6206896551724,1,FALSE
"fMRI film","lcss_constraint-sakoe-chiba",84.4827586206897,0.00999999999999857,TRUE
"fMRI film","lmfit_BayesianRidge",86.2068965517241,0,TRUE
"fMRI film","lmfit_ElasticNet",86.2068965517241,0,TRUE
"fMRI film","lmfit_Ridge",86.2068965517241,0,TRUE
"fMRI film","lmfit_SGDRegressor",86.2068965517241,0,TRUE
"fMRI film","mgc",86.2068965517241,0,TRUE
"fMRI film","mgcx_maxlag-1",86.2068965517241,0,TRUE
"fMRI film","mgcx_maxlag-10",89.6551724137931,0,TRUE
"fMRI film","mi_gaussian",91.3793103448276,0,TRUE
"fMRI film","mi_kernel_W-0.25",77.5862068965517,0.340000000000002,FALSE
"fMRI film","mi_kraskov_NN-4",81.0344827586207,0.0299999999999957,TRUE
"fMRI film","mi_kraskov_NN-4_DCE",86.2068965517241,0,TRUE
"fMRI film","pdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5",72.4137931034483,1,FALSE
"fMRI film","pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25",58.6206896551724,1,FALSE
"fMRI film","pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5",72.4137931034483,1,FALSE
"fMRI film","pdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",65.5172413793103,1,FALSE
"fMRI film","pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25",65.5172413793103,1,FALSE
"fMRI film","pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5",62.0689655172414,1,FALSE
"fMRI film","pec",65.5172413793103,1,FALSE
"fMRI film","pec_log",67.2413793103448,1,FALSE
"fMRI film","pec_orth",56.8965517241379,1,FALSE
"fMRI film","pec_orth_abs",53.448275862069,1,FALSE
"fMRI film","pec_orth_log",44.8275862068966,1,FALSE
"fMRI film","pec_orth_log_abs",53.448275862069,1,FALSE
"fMRI film","phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5",75.8620689655172,0.480000000000007,FALSE
"fMRI film","phase_multitaper_max_fs-1_fmin-0_fmax-0-25",50,1,FALSE
"fMRI film","phase_multitaper_max_fs-1_fmin-0_fmax-0-5",51.7241379310345,1,FALSE
"fMRI film","phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",44.8275862068966,1,FALSE
"fMRI film","phase_multitaper_mean_fs-1_fmin-0_fmax-0-25",51.7241379310345,1,FALSE
"fMRI film","phase_multitaper_mean_fs-1_fmin-0_fmax-0-5",67.2413793103448,1,FALSE
"fMRI film","phi_Geo_t-1_norm-0",60.3448275862069,1,FALSE
"fMRI film","phi_Geo_t-1_norm-1",60.3448275862069,1,FALSE
"fMRI film","phi_star_t-1_norm-0",75.8620689655172,0.480000000000007,FALSE
"fMRI film","phi_star_t-1_norm-1",75.8620689655172,0.480000000000007,FALSE
"fMRI film","pli_multitaper_max_fs-1_fmin-0-25_fmax-0-5",50,1,FALSE
"fMRI film","pli_multitaper_max_fs-1_fmin-0_fmax-0-25",44.8275862068966,1,FALSE
"fMRI film","pli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",53.448275862069,1,FALSE
"fMRI film","pli_multitaper_mean_fs-1_fmin-0_fmax-0-25",56.8965517241379,1,FALSE
"fMRI film","pli_multitaper_mean_fs-1_fmin-0_fmax-0-5",67.2413793103448,1,FALSE
"fMRI film","plv_multitaper_max_fs-1_fmin-0-25_fmax-0-5",50,1,FALSE
"fMRI film","plv_multitaper_max_fs-1_fmin-0_fmax-0-25",53.448275862069,1,FALSE
"fMRI film","plv_multitaper_max_fs-1_fmin-0_fmax-0-5",68.9655172413793,1,FALSE
"fMRI film","plv_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",50,1,FALSE
"fMRI film","plv_multitaper_mean_fs-1_fmin-0_fmax-0-25",84.4827586206897,0.00999999999999857,TRUE
"fMRI film","plv_multitaper_mean_fs-1_fmin-0_fmax-0-5",72.4137931034483,1,FALSE
"fMRI film","ppc_multitaper_max_fs-1_fmin-0-25_fmax-0-5",48.2758620689655,1,FALSE
"fMRI film","ppc_multitaper_max_fs-1_fmin-0_fmax-0-25",53.448275862069,1,FALSE
"fMRI film","ppc_multitaper_max_fs-1_fmin-0_fmax-0-5",68.9655172413793,1,FALSE
"fMRI film","ppc_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",53.448275862069,1,FALSE
"fMRI film","ppc_multitaper_mean_fs-1_fmin-0_fmax-0-25",79.3103448275862,0.110000000000009,FALSE
"fMRI film","ppc_multitaper_mean_fs-1_fmin-0_fmax-0-5",72.4137931034483,1,FALSE
"fMRI film","prec_EllipticEnvelope",87.9310344827586,0,TRUE
"fMRI film","prec_EmpiricalCovariance",89.6551724137931,0,TRUE
"fMRI film","prec_GraphicalLasso",89.6551724137931,0,TRUE
"fMRI film","prec_GraphicalLassoCV",91.3793103448276,0,TRUE
"fMRI film","prec_LedoitWolf",91.3793103448276,0,TRUE
"fMRI film","prec_MinCovDet",87.9310344827586,0,TRUE
"fMRI film","prec_OAS",91.3793103448276,0,TRUE
"fMRI film","prec_ShrunkCovariance",89.6551724137931,0,TRUE
"fMRI film","psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",44.8275862068966,1,FALSE
"fMRI film","psi_multitaper_mean_fs-1_fmin-0_fmax-0-25",55.1724137931034,1,FALSE
"fMRI film","psi_multitaper_mean_fs-1_fmin-0_fmax-0-5",51.7241379310345,1,FALSE
"fMRI film","psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max",72.4137931034483,1,FALSE
"fMRI film","psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max",44.8275862068966,1,FALSE
"fMRI film","psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max",79.3103448275862,0.110000000000009,FALSE
"fMRI film","psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean",58.6206896551724,1,FALSE
"fMRI film","psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean",41.3793103448276,1,FALSE
"fMRI film","psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean",67.2413793103448,1,FALSE
"fMRI film","reci",94.8275862068966,0,TRUE
"fMRI film","sgc_nonparametric_max_fs-1_fmin-0-25_fmax-0-5",65.5172413793103,1,FALSE
"fMRI film","sgc_nonparametric_max_fs-1_fmin-0_fmax-0-25",53.448275862069,1,FALSE
"fMRI film","sgc_nonparametric_max_fs-1_fmin-0_fmax-0-5",56.8965517241379,1,FALSE
"fMRI film","sgc_nonparametric_mean_fs-1_fmin-0-25_fmax-0-5",50,1,FALSE
"fMRI film","sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-25",58.6206896551724,1,FALSE
"fMRI film","sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5",53.448275862069,1,FALSE
"fMRI film","sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-1",56.8965517241379,1,FALSE
"fMRI film","sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-20",50,1,FALSE
"fMRI film","sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-None",65.5172413793103,1,FALSE
"fMRI film","sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-1",55.1724137931034,1,FALSE
"fMRI film","sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-20",55.1724137931034,1,FALSE
"fMRI film","sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-None",60.3448275862069,1,FALSE
"fMRI film","sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-1",55.1724137931034,1,FALSE
"fMRI film","sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-20",58.6206896551724,1,FALSE
"fMRI film","sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-None",60.3448275862069,1,FALSE
"fMRI film","sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-1",56.8965517241379,1,FALSE
"fMRI film","sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-20",48.2758620689655,1,FALSE
"fMRI film","sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-None",74.1379310344828,0.939999999999991,FALSE
"fMRI film","sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-1",60.3448275862069,1,FALSE
"fMRI film","sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-20",60.3448275862069,1,FALSE
"fMRI film","sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-None",65.5172413793103,1,FALSE
"fMRI film","sgc_parametric_mean_fs-1_fmin-0_fmax-0-5_order-None",74.1379310344828,0.939999999999991,FALSE
"fMRI film","sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-1",60.3448275862069,1,FALSE
"fMRI film","sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-20",68.9655172413793,1,FALSE
"fMRI film","si_gaussian_k-1",79.3103448275862,0.110000000000009,FALSE
"fMRI film","si_kernel_W-0.5_k-1",84.4827586206897,0.00999999999999857,TRUE
"fMRI film","si_kozachenko_k-1",62.0689655172414,1,FALSE
"fMRI film","softdtw",87.9310344827586,0,TRUE
"fMRI film","softdtw_constraint-itakura",87.9310344827586,0,TRUE
"fMRI film","softdtw_constraint-sakoe-chiba",87.9310344827586,0,TRUE
"fMRI film","spearmanr",84.4827586206897,0.00999999999999857,TRUE
"fMRI film","te_kernel_W-0.25_k-1",68.9655172413793,1,FALSE
"fMRI film","te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1",43.1034482758621,1,FALSE
"fMRI film","te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1",43.1034482758621,1,FALSE
"fMRI film","te_kraskov_NN-4_DCE_k-max-10_tau-max-4",43.1034482758621,1,FALSE
"fMRI film","te_kraskov_NN-4_k-1_kt-1_l-1_lt-1",44.8275862068966,1,FALSE
"fMRI film","te_kraskov_NN-4_k-max-10_tau-max-4",44.8275862068966,1,FALSE
"fMRI film","te_symbolic_k-10_kt-1_l-1_lt-1",58.6206896551724,1,FALSE
"fMRI film","te_symbolic_k-1_kt-1_l-1_lt-1",58.6206896551724,1,FALSE
"fMRI film","tlmi_gaussian",91.3793103448276,0,TRUE
"fMRI film","tlmi_kernel_W-0.25",84.4827586206897,0.00999999999999857,TRUE
"fMRI film","tlmi_kraskov_NN-4",84.4827586206897,0.00999999999999857,TRUE
"fMRI film","tlmi_kraskov_NN-4_DCE",82.7586206896552,0.0199999999999971,TRUE
"fMRI film","wpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5",50,1,FALSE
"fMRI film","wpli_multitaper_max_fs-1_fmin-0_fmax-0-25",48.2758620689655,1,FALSE
"fMRI film","wpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",58.6206896551724,1,FALSE
"fMRI film","wpli_multitaper_mean_fs-1_fmin-0_fmax-0-25",53.448275862069,1,FALSE
"fMRI film","wpli_multitaper_mean_fs-1_fmin-0_fmax-0-5",67.2413793103448,1,FALSE
"fMRI film","xcorr_max_sig-True",68.9655172413793,1,FALSE
"fMRI film","xcorr_mean_sig-False",58.6206896551724,1,FALSE
"fMRI film","xcorr_mean_sig-True",74.1379310344828,0.939999999999991,FALSE
